0,1,2,3,4,5,6,7,8,9
0.0357135256117882,0.0357135256117882,0.03509255218616336,0.0357135256117882,0.03509255218616336,0.0357135256117882,0.0357135256117882,0.033232236440747576,0.03261299821336028,0.03137582021256513
0.026403746389005646,0.026247498019322676,0.026403746389005646,0.026091289288160072,0.02687272947004273,0.027029136534704155,0.027029136534704155,0.026403746389005646,0.025310839717692508,0.024843044737733248
0.028197025373349997,0.02828789183445301,0.028378775693394313,0.028106176304963124,0.029015450276214376,0.02892444448879125,0.02992646813865044,0.029015450276214376,0.028015344624170713,0.027561446855046773
0.026132674445298747,0.0262601701703393,0.02619641703939123,0.026005220856373506,0.027089921014769404,0.027665410611023292,0.028049547311402773,0.02715382195913069,0.026005220856373506,0.025750439996469778
0.02636080672425351,0.02650874220649008,0.0265580689995195,0.02631150985609347,0.027496702588295396,0.028041362391441758,0.028487671951779186,0.02764515579392108,0.026459422897542755,0.02626222046437845
0.024836078080968986,0.025113045314797387,0.025192228710611823,0.025033884105864563,0.026263381518936,0.026820395507516307,0.0272588198096966,0.02654175143167079,0.025350662105703445,0.025231828731944076
0.02438424200523269,0.02438424200523269,0.02477797780690369,0.024712311944734,0.025369750479682342,0.026227020427677508,0.027020969219217494,0.026293086453649073,0.025172336771180803,0.02494221821132142
0.025849007959475034,0.025733281704913066,0.026167564145351485,0.026312512452620552,0.026747921366733898,0.027621286925808442,0.02849806912009617,0.027825562967480098,0.026370518068932102,0.026080640200863692
0.025612795828588015,0.025762617988596956,0.026037579791904825,0.02611263411928994,0.026965195971814283,0.02756916751813844,0.028326665913546028,0.02769522130802762,0.026287868958219253,0.026037579791904825
0.027001140278521005,0.027184907459903044,0.02741487234832307,0.027552988012315247,0.02845324974499291,0.029171963563021198,0.029823518090581556,0.029195194151808865,0.027852591177997387,0.027576017272276057
0.027811454070550034,0.02829984985459232,0.02840620876258701,0.02840620876258701,0.029580566781078038,0.0303751723492691,0.03084940339704923,0.030009622918235307,0.028704368068107777,0.028533927323248484
